Episode,Score,Avg_Score,Actor_LR,Critic_LR,Noise_Sigma
82,0.0,0.001097560996507726,0.001,0.0005,0.17544700072396438
83,0.0,0.0010843373700437776,0.001,0.0005,0.17369253071672475
84,0.0,0.0010714285918289707,0.001,0.0005,0.1719556054095575
85,0.0,0.0010588235495721592,0.001,0.0005,0.17023604935546194
86,0.0,0.001046511647832948,0.001,0.0005,0.1685336888619073
87,0.0,0.001034482778317627,0.001,0.0005,0.16684835197328823
88,0.0,0.001022727292200381,0.001,0.0005,0.16517986845355534
89,0.0,0.0010112359743104891,0.001,0.0005,0.1635280697690198
90,0.0,0.0010000000190403726,0.001,0.0005,0.1618927890713296
91,0.0,0.0009890110078421268,0.001,0.0005,0.1602738611806163
92,0.0,0.000978260888191669,0.001,0.0005,0.15867112256881014
93,0.0,0.000967741953910038,0.001,0.0005,0.15708441134312204
94,0.0,0.0009574468267407823,0.001,0.0005,0.1555135672296908
95,0.0,0.0009473684390908793,0.001,0.0005,0.15395843155739392
96,0.0,0.0009375000178503493,0.001,0.0005,0.15241884724181998
97,0.0,0.0009278350692127168,0.001,0.0005,0.15089465876940178
98,0.0,0.000918367364424832,0.001,0.0005,0.14938571218170776
99,0.0,0.0009090909264003388,0.001,0.0005,0.1478918550598907
100,0.0,0.0009000000171363354,0.00099,0.000495,0.1464129365092918
101,0.0,0.0009000000171363354,0.00099,0.000495,0.1449488071441989
102,0.0,0.0009000000171363354,0.00099,0.000495,0.1434993190727569
103,0.0,0.0009000000171363354,0.00099,0.000495,0.14206432588202933
104,0.0,0.0,0.00099,0.000495,0.14064368262320903
105,0.0,0.0,0.00099,0.000495,0.13923724579697694
106,0.0,0.0,0.00099,0.000495,0.13784487333900716
107,0.0,0.0,0.00099,0.000495,0.1364664246056171
108,0.0,0.0,0.00099,0.000495,0.13510176035956092
109,0.0,0.0,0.00099,0.000495,0.13375074275596532
110,0.0,0.0,0.00099,0.000495,0.13241323532840568
111,0.0,0.0,0.00099,0.000495,0.13108910297512164
112,0.0,0.0,0.00099,0.000495,0.12977821194537043
113,0.0,0.0,0.00099,0.000495,0.12848042982591673
114,0.0,0.0,0.00099,0.000495,0.12719562552765756
115,0.0,0.0,0.00099,0.000495,0.125923669272381
116,0.0,0.0,0.00099,0.000495,0.12466443257965719
117,0.0,0.0,0.00099,0.000495,0.12341778825386061
118,0.0,0.0,0.00099,0.000495,0.12218361037132201
119,0.0,0.0,0.00099,0.000495,0.12096177426760879
120,0.0,0.0,0.00099,0.000495,0.1197521565249327
121,0.0,0.0,0.00099,0.000495,0.11855463495968338
122,0.0,0.0,0.00099,0.000495,0.11736908861008655
123,0.0,0.0,0.00099,0.000495,0.11619539772398568
124,0.0,0.0,0.00099,0.000495,0.11503344374674583
125,0.0,0.0,0.00099,0.000495,0.11388310930927838
126,0.0,0.0,0.00099,0.000495,0.11274427821618559
127,0.0,0.0,0.00099,0.000495,0.11161683543402373
128,0.0,0.0,0.00099,0.000495,0.11050066707968349
129,0.0,0.0,0.00099,0.000495,0.10939566040888665
130,0.0,0.0,0.00099,0.000495,0.10830170380479778
131,0.0,0.0,0.00099,0.000495,0.10721868676674981
132,0.0,0.0,0.00099,0.000495,0.10614649989908231
133,0.0,0.0,0.00099,0.000495,0.1050850349000915
134,0.0,0.0,0.00099,0.000495,0.10403418455109058
135,0.0,0.0,0.00099,0.000495,0.10299384270557967
136,0.0,0.0,0.00099,0.000495,0.10196390427852386
137,0.0,0.0,0.00099,0.000495,0.10094426523573863
138,0.0,0.0,0.00099,0.000495,0.09993482258338124
139,0.0,0.0,0.00099,0.000495,0.09893547435754743
140,0.0,0.0,0.00099,0.000495,0.09794611961397195
141,0.0,0.0,0.00099,0.000495,0.09696665841783224
142,0.0,0.0,0.00099,0.000495,0.09599699183365391
143,0.0,0.0,0.00099,0.000495,0.09503702191531738
144,0.0,0.0,0.00099,0.000495,0.0940866516961642
145,0.0,0.0,0.00099,0.000495,0.09314578517920256
146,0.0,0.0,0.00099,0.000495,0.09221432732741054
147,0.0,0.0,0.00099,0.000495,0.09129218405413643
148,0.0,0.0,0.00099,0.000495,0.09037926221359506
149,0.0,0.0,0.00099,0.000495,0.0894754695914591
150,0.0,0.0,0.00099,0.000495,0.08858071489554452
151,0.0,0.0,0.00099,0.000495,0.08769490774658907
152,0.0,0.0,0.00099,0.000495,0.08681795866912317
153,0.0,0.0,0.00099,0.000495,0.08594977908243194
154,0.0,0.0,0.00099,0.000495,0.08509028129160762
155,0.0,0.0,0.00099,0.000495,0.08423937847869153
156,0.0,0.0,0.00099,0.000495,0.08339698469390462
157,0.0,0.0,0.00099,0.000495,0.08256301484696557
158,0.0,0.0,0.00099,0.000495,0.08173738469849591
159,0.0,0.0,0.00099,0.000495,0.08092001085151095
160,0.0,0.0,0.00099,0.000495,0.08011081074299584
161,0.0,0.0,0.00099,0.000495,0.07930970263556587
162,0.0,0.0,0.00099,0.000495,0.07851660560921021
163,0.0,0.0,0.00099,0.000495,0.0777314395531181
164,0.0,0.0,0.00099,0.000495,0.07695412515758693
165,0.0,0.0,0.00099,0.000495,0.07618458390601106
166,0.0,0.0,0.00099,0.000495,0.07542273806695095
167,0.0,0.0,0.00099,0.000495,0.07466851068628144
168,0.0,0.0,0.00099,0.000495,0.07392182557941862
169,0.0,0.0,0.00099,0.000495,0.07318260732362443
170,0.0,0.0,0.00099,0.000495,0.07245078125038819
171,0.0,0.0,0.00099,0.000495,0.0717262734378843
172,0.0,0.0,0.00099,0.000495,0.07100901070350546
173,0.0,0.0,0.00099,0.000495,0.0702989205964704
174,0.0,0.0,0.00099,0.000495,0.0695959313905057
175,0.0,0.0,0.00099,0.000495,0.06889997207660065
176,0.0,0.0,0.00099,0.000495,0.06821097235583463
177,0.0,0.0,0.00099,0.000495,0.06752886263227628
178,0.0,0.0,0.00099,0.000495,0.06685357400595351
179,0.0,0.0,0.00099,0.000495,0.06618503826589398
180,0.0,0.0,0.00099,0.000495,0.06552318788323504
181,0.0,0.0,0.00099,0.000495,0.06486795600440269
182,0.0,0.0,0.00099,0.000495,0.06421927644435867
183,0.0,0.0,0.00099,0.000495,0.06357708367991508
184,0.0,0.0,0.00099,0.000495,0.06294131284311592
185,0.0,0.0,0.00099,0.000495,0.06231189971468477
186,0.0,0.0,0.00099,0.000495,0.06168878071753792
187,0.0,0.0,0.00099,0.000495,0.06107189291036254
188,0.0,0.0,0.00099,0.000495,0.060461173981258914
189,0.0,0.0,0.00099,0.000495,0.05985656224144632
190,0.0,0.0,0.00099,0.000495,0.05925799661903186
191,0.0,0.0,0.00099,0.000495,0.05866541665284154
192,0.0,0.0,0.00099,0.000495,0.05807876248631313
193,0.0,0.0,0.00099,0.000495,0.057497974861449995
194,0.0,0.0,0.00099,0.000495,0.056922995112835495
195,0.0,0.0,0.00099,0.000495,0.05635376516170714
196,0.0,0.0,0.00099,0.000495,0.05579022751009007
197,0.0,0.0,0.00099,0.000495,0.05523232523498917
198,0.0,0.0,0.00099,0.000495,0.05468000198263928
199,0.0,0.0,0.00099,0.000495,0.05413320196281289
200,0.0,0.0,0.0009801,0.00049005,0.05359186994318476
201,0.0,0.0,0.0009801,0.00049005,0.05305595124375291
202,0.0,0.0,0.0009801,0.00049005,0.05252539173131538
203,0.0,0.0,0.0009801,0.00049005,0.05200013781400223
204,0.0,0.0,0.0009801,0.00049005,0.0514801364358622
205,0.0,0.0,0.0009801,0.00049005,0.05096533507150358
206,0.0,0.0,0.0009801,0.00049005,0.05045568172078854
207,0.0,0.0,0.0009801,0.00049005,0.049951124903580654
208,0.0,0.0,0.0009801,0.00049005,0.04945161365454485
209,0.0,0.0,0.0009801,0.00049005,0.0489570975179994
210,0.0,0.0,0.0009801,0.00049005,0.048467526542819404
211,0.0,0.0,0.0009801,0.00049005,0.04798285127739121
212,0.0,0.0,0.0009801,0.00049005,0.04750302276461729
213,0.0,0.0,0.0009801,0.00049005,0.04702799253697112
214,0.0,0.0,0.0009801,0.00049005,0.04655771261160141
215,0.0,0.0,0.0009801,0.00049005,0.046092135485485394
216,0.0,0.0,0.0009801,0.00049005,0.04563121413063054
217,0.0,0.0,0.0009801,0.00049005,0.04517490198932423
218,0.0,0.0,0.0009801,0.00049005,0.04472315296943099
219,0.0,0.0,0.0009801,0.00049005,0.04427592143973668
220,0.0,0.0,0.0009801,0.00049005,0.04383316222533931
221,0.0,0.0,0.0009801,0.00049005,0.04339483060308592
222,0.0,0.0,0.0009801,0.00049005,0.04296088229705506
223,0.0,0.0,0.0009801,0.00049005,0.04253127347408451
224,0.0,0.0,0.0009801,0.00049005,0.04210596073934366
225,0.0,0.0,0.0009801,0.00049005,0.041684901131950225
226,0.0,0.0,0.0009801,0.00049005,0.04126805212063072
227,0.0,0.0,0.0009801,0.00049005,0.040855371599424414
228,0.0,0.0,0.0009801,0.00049005,0.04044681788343017
229,0.0,0.0,0.0009801,0.00049005,0.04004234970459587
230,0.0,0.0,0.0009801,0.00049005,0.039641926207549916
231,0.0,0.0,0.0009801,0.00049005,0.039245506945474413
232,0.0,0.0,0.0009801,0.00049005,0.038853051876019666
233,0.0,0.0,0.0009801,0.00049005,0.03846452135725947
234,0.0,0.0,0.0009801,0.00049005,0.038079876143686874
235,0.0,0.0,0.0009801,0.00049005,0.03769907738225001
236,0.0,0.0,0.0009801,0.00049005,0.03732208660842751
237,0.0,0.0,0.0009801,0.00049005,0.03694886574234323
238,0.0,0.0,0.0009801,0.00049005,0.036579377084919804
239,0.0,0.0,0.0009801,0.00049005,0.0362135833140706
240,0.0,0.0,0.0009801,0.00049005,0.035851447480929895
241,0.0,0.0,0.0009801,0.00049005,0.035492933006120594
242,0.0,0.0,0.0009801,0.00049005,0.03513800367605939
243,0.0,0.0,0.0009801,0.00049005,0.0347866236392988
244,0.0,0.0,0.0009801,0.00049005,0.034438757402905806
245,0.0,0.0,0.0009801,0.00049005,0.03409436982887675
246,0.0,0.0,0.0009801,0.00049005,0.03375342613058798
247,0.0,0.0,0.0009801,0.00049005,0.0334158918692821
248,0.0,0.0,0.0009801,0.00049005,0.03308173295058928
249,0.0,0.0,0.0009801,0.00049005,0.032750915621083385
250,0.0,0.0,0.0009801,0.00049005,0.03242340646487255
251,0.0,0.0,0.0009801,0.00049005,0.03209917240022383
252,0.0,0.0,0.0009801,0.00049005,0.03177818067622159
253,0.0,0.0,0.0009801,0.00049005,0.03146039886945937
254,0.0,0.0,0.0009801,0.00049005,0.031145794880764778
255,0.0,0.0,0.0009801,0.00049005,0.03083433693195713
256,0.0,0.0,0.0009801,0.00049005,0.03052599356263756
257,0.0,0.0,0.0009801,0.00049005,0.030220733627011182
258,0.0,0.0,0.0009801,0.00049005,0.02991852629074107
259,0.0,0.0,0.0009801,0.00049005,0.02961934102783366
260,0.0,0.0,0.0009801,0.00049005,0.029323147617555324
261,0.0,0.0,0.0009801,0.00049005,0.029029916141379772
262,0.0,0.0,0.0009801,0.00049005,0.028739616979965976
263,0.0,0.0,0.0009801,0.00049005,0.028452220810166316
264,0.0,0.0,0.0009801,0.00049005,0.028167698602064653
265,0.0,0.0,0.0009801,0.00049005,0.027886021616044008
266,0.0,0.0,0.0009801,0.00049005,0.02760716139988357
267,0.0,0.0,0.0009801,0.00049005,0.02733108978588473
268,0.0,0.0,0.0009801,0.00049005,0.027057778888025883
269,0.0,0.0,0.0009801,0.00049005,0.026787201099145622
270,0.0,0.0,0.0009801,0.00049005,0.026519329088154166
271,0.0,0.0,0.0009801,0.00049005,0.026254135797272624
272,0.0,0.0,0.0009801,0.00049005,0.0259915944392999
273,0.0,0.0,0.0009801,0.00049005,0.025731678494906898
274,0.0,0.0,0.0009801,0.00049005,0.02547436170995783
275,0.0,0.0,0.0009801,0.00049005,0.02521961809285825
276,0.0,0.0,0.0009801,0.00049005,0.024967421911929667
277,0.0,0.0,0.0009801,0.00049005,0.02471774769281037
278,0.0,0.0,0.0009801,0.00049005,0.024470570215882267
279,0.0,0.0,0.0009801,0.00049005,0.024225864513723445
280,0.0,0.0,0.0009801,0.00049005,0.02398360586858621
281,0.0,0.0,0.0009801,0.00049005,0.02374376980990035
282,0.0,0.0,0.0009801,0.00049005,0.023506332111801347
283,0.0,0.0,0.0009801,0.00049005,0.023271268790683333
284,0.0,0.0,0.0009801,0.00049005,0.023038556102776497
285,0.0,0.0,0.0009801,0.00049005,0.022808170541748732
286,0.0,0.0,0.0009801,0.00049005,0.022580088836331245
287,0.0,0.0,0.0009801,0.00049005,0.022354287947967934
288,0.0,0.0,0.0009801,0.00049005,0.022130745068488254
289,0.0,0.0,0.0009801,0.00049005,0.02190943761780337
290,0.0,0.0,0.0009801,0.00049005,0.02169034324162534
291,0.0,0.0,0.0009801,0.00049005,0.021473439809209086
292,0.0,0.0,0.0009801,0.00049005,0.021258705411116994
293,0.0,0.0,0.0009801,0.00049005,0.021046118357005823
294,0.0,0.0,0.0009801,0.00049005,0.020835657173435766
295,0.0,0.0,0.0009801,0.00049005,0.02062730060170141
296,0.0,0.0,0.0009801,0.00049005,0.020421027595684395
297,0.0,0.0,0.0009801,0.00049005,0.02021681731972755
298,0.0,0.0,0.0009801,0.00049005,0.020014649146530276
299,0.0,0.0,0.0009801,0.00049005,0.019814502655064972
300,0.0,0.0,0.000970299,0.0004851495,0.01961635762851432
301,0.0,0.0,0.000970299,0.0004851495,0.019420194052229178
302,0.0,0.0,0.000970299,0.0004851495,0.019225992111706884
303,0.0,0.0,0.000970299,0.0004851495,0.019033732190589816
304,0.0,0.0,0.000970299,0.0004851495,0.018843394868683916
305,0.0,0.0,0.000970299,0.0004851495,0.018654960919997077
306,0.0,0.0,0.000970299,0.0004851495,0.018468411310797107
307,0.0,0.0,0.000970299,0.0004851495,0.018283727197689136
308,0.0,0.0,0.000970299,0.0004851495,0.018100889925712245
309,0.0,0.0,0.000970299,0.0004851495,0.01791988102645512
310,0.0,0.0,0.000970299,0.0004851495,0.01774068221619057
311,0.0,0.0,0.000970299,0.0004851495,0.017563275394028664
312,0.0,0.0,0.000970299,0.0004851495,0.017387642640088376
313,0.0,0.0,0.000970299,0.0004851495,0.017213766213687493
314,0.0,0.0,0.000970299,0.0004851495,0.017041628551550617
315,0.0,0.0,0.000970299,0.0004851495,0.01687121226603511
316,0.0,0.0,0.000970299,0.0004851495,0.01670250014337476
317,0.0,0.0,0.000970299,0.0004851495,0.016535475141941012
318,0.0,0.0,0.000970299,0.0004851495,0.016370120390521603
319,0.0,0.0,0.000970299,0.0004851495,0.016206419186616385
320,0.0,0.0,0.000970299,0.0004851495,0.01604435499475022
321,0.0,0.0,0.000970299,0.0004851495,0.015883911444802716
322,0.0,0.0,0.000970299,0.0004851495,0.015725072330354688
323,0.0,0.0,0.000970299,0.0004851495,0.015567821607051141
324,0.0,0.0,0.000970299,0.0004851495,0.01541214339098063
325,0.0,0.0,0.000970299,0.0004851495,0.015258021957070824
326,0.0,0.0,0.000970299,0.0004851495,0.015105441737500115
327,0.0,0.0,0.000970299,0.0004851495,0.014954387320125113
328,0.0,0.0,0.000970299,0.0004851495,0.014804843446923862
329,0.0,0.0,0.000970299,0.0004851495,0.014656795012454624
330,0.0,0.0,0.000970299,0.0004851495,0.014510227062330077
331,0.0,0.0,0.000970299,0.0004851495,0.014365124791706776
332,0.0,0.0,0.000970299,0.0004851495,0.014221473543789708
333,0.0,0.0,0.000970299,0.0004851495,0.01407925880835181
334,0.0,0.0,0.000970299,0.0004851495,0.013938466220268292
335,0.0,0.0,0.000970299,0.0004851495,0.013799081558065609
336,0.0,0.0,0.000970299,0.0004851495,0.013661090742484953
337,0.0,0.0,0.000970299,0.0004851495,0.013524479835060103
338,0.0,0.0,0.000970299,0.0004851495,0.013389235036709503
339,0.0,0.0,0.000970299,0.0004851495,0.013255342686342408
340,0.0,0.0,0.000970299,0.0004851495,0.013122789259478984
341,0.0,0.0,0.000970299,0.0004851495,0.012991561366884195
342,0.0,0.0,0.000970299,0.0004851495,0.012861645753215353
343,0.0,0.0,0.000970299,0.0004851495,0.012733029295683198
344,0.0,0.0,0.000970299,0.0004851495,0.012605699002726366
345,0.0,0.0,0.000970299,0.0004851495,0.012479642012699101
346,0.0,0.0,0.000970299,0.0004851495,0.012354845592572111
347,0.0,0.0,0.000970299,0.0004851495,0.012231297136646389
348,0.0,0.0,0.000970299,0.0004851495,0.012108984165279925
349,0.0,0.0,0.000970299,0.0004851495,0.011987894323627126
350,0.0,0.0,0.000970299,0.0004851495,0.011868015380390855
351,0.0,0.0,0.000970299,0.0004851495,0.011749335226586947
352,0.0,0.0,0.000970299,0.0004851495,0.011631841874321078
353,0.0,0.0,0.000970299,0.0004851495,0.011515523455577867
354,0.0,0.0,0.000970299,0.0004851495,0.011400368221022089
355,0.0,0.0,0.000970299,0.0004851495,0.011286364538811869
356,0.0,0.0,0.000970299,0.0004851495,0.01117350089342375
357,0.0,0.0,0.000970299,0.0004851495,0.011061765884489512
358,0.0,0.0,0.000970299,0.0004851495,0.010951148225644617
359,0.0,0.0,0.000970299,0.0004851495,0.01084163674338817
360,0.0,0.0,0.000970299,0.0004851495,0.010733220375954288
361,0.0,0.0,0.000970299,0.0004851495,0.010625888172194746
362,0.0,0.0,0.000970299,0.0004851495,0.0105196292904728
363,0.0,0.0,0.000970299,0.0004851495,0.010414432997568071
364,0.0,0.0,0.000970299,0.0004851495,0.01031028866759239
365,0.0,0.0,0.000970299,0.0004851495,0.010207185780916466
366,0.0,0.0,0.000970299,0.0004851495,0.010105113923107301
367,0.0,0.0,0.000970299,0.0004851495,0.010004062783876229
368,0.0,0.0,0.000970299,0.0004851495,0.009904022156037466
369,0.0,0.0,0.000970299,0.0004851495,0.009804981934477092
370,0.0,0.0,0.000970299,0.0004851495,0.009706932115132322
371,0.0,0.0,0.000970299,0.0004851495,0.009609862793981
372,0.0,0.0,0.000970299,0.0004851495,0.009513764166041189
373,0.0,0.0,0.000970299,0.0004851495,0.009418626524380776
374,0.0,0.0,0.000970299,0.0004851495,0.009324440259136969
375,0.0,0.0,0.000970299,0.0004851495,0.0092311958565456
376,0.0,0.0,0.000970299,0.0004851495,0.009138883897980144
377,0.0,0.0,0.000970299,0.0004851495,0.009047495059000342
378,0.0,0.0,0.000970299,0.0004851495,0.00895702010841034
379,0.0,0.0,0.000970299,0.0004851495,0.008867449907326236
380,0.0,0.0,0.000970299,0.0004851495,0.008778775408252974
381,0.0,0.0,0.000970299,0.0004851495,0.008690987654170444
382,0.0,0.0,0.000970299,0.0004851495,0.008604077777628739
383,0.0,0.0,0.000970299,0.0004851495,0.008518036999852452
384,0.0,0.0,0.000970299,0.0004851495,0.008432856629853928
385,0.0,0.0,0.000970299,0.0004851495,0.00834852806355539
386,0.0,0.0,0.000970299,0.0004851495,0.008265042782919835
387,0.0,0.0,0.000970299,0.0004851495,0.008182392355090636
388,0.0,0.0,0.000970299,0.0004851495,0.00810056843153973
389,0.0,0.0,0.000970299,0.0004851495,0.008019562747224332
390,0.0,0.0,0.000970299,0.0004851495,0.007939367119752088
391,0.0,0.0,0.000970299,0.0004851495,0.007859973448554566
392,0.0,0.0,0.000970299,0.0004851495,0.00778137371406902
393,0.0,0.0,0.000970299,0.0004851495,0.00770355997692833
394,0.0,0.0,0.000970299,0.0004851495,0.007626524377159047
395,0.0,0.0,0.000970299,0.0004851495,0.007550259133387457
396,0.0,0.0,0.000970299,0.0004851495,0.007474756542053582
397,0.0,0.0,0.000970299,0.0004851495,0.007400008976633046
398,0.0,0.0,0.000970299,0.0004851495,0.007326008886866715
399,0.0,0.0,0.000970299,0.0004851495,0.007252748797998048
400,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.007180221310018067
401,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.007108419096917886
402,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.007037334905948708
403,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.00696696155688922
404,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.006897291941320328
405,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.006828319021907125
406,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.006760035831688054
407,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.006692435473371173
408,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.0066255111186374616
409,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.006559256007451087
410,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.006493663447376576
411,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.00642872681290281
412,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.006364439544773782
413,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.006300795149326044
414,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.006237787197832784
415,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.006175409325854456
416,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.006113655232595911
417,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.006052518680269952
418,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.0059919934934672524
419,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.00593207355853258
420,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.005872752822947254
421,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.005814025294717781
422,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.005755885041770603
423,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.005698326191352897
424,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.005641342929439368
425,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.005584929500144975
426,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.005529080205143525
427,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.00547378940309209
428,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.0054190515090611685
429,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.005364860993970557
430,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.0053112123840308514
431,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.005258100260190543
432,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.0052055192575886375
433,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.005153464065012751
434,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.005101929424362624
435,0.0,0.0,0.0009605960099999999,0.00048029800499999997,0.005050910130118998
