Episode,Score,Avg_Score,Actor_LR,Critic_LR,Noise_Sigma,Critic_Loss,Actor_Loss
49,0.0,0.009591836900431283,0.001,0.001,0.49007475031250003,1.0217675316546644,0.15825444992099488
50,0.0,0.009400000162422657,0.001,0.001,0.48762437656093754,0.9234924468078783,0.13449733278581075
51,0.0,0.009215686433747703,0.001,0.001,0.48762437656093754,1.6602753033595425,0.1661285257765225
52,0.0,0.00903846169463717,0.001,0.001,0.48762437656093754,0.9353680069247882,0.1358020469546318
53,0.0,0.008867924681530808,0.001,0.001,0.48762437656093754,1.1623889376910834,0.06446679309010506
54,0.0,0.008703703854095053,0.001,0.001,0.48762437656093754,1.583634785314401,0.11009660164515177
55,0.09000000171363354,0.010181818360632117,0.001,0.001,0.48762437656093754,1.038131786758701,0.149534456183513
56,0.0,0.010000000175620829,0.001,0.001,0.48762437656093754,1.530494799464941,0.1077818567554156
57,0.0,0.009824561576048533,0.001,0.001,0.48762437656093754,0.39301965704986025,0.141857171697276
58,0.0,0.00965517258335804,0.001,0.001,0.48762437656093754,0.4784669498602549,0.1257117417951425
59,0.10000000149011612,0.011186440869913264,0.001,0.001,0.48762437656093754,1.1432331670075655,0.10367407922943433
60,0.0,0.011000000188748043,0.001,0.001,0.48518625467813287,0.20153450087777205,0.15971507132053375
61,0.0,0.010819672316801353,0.001,0.001,0.48518625467813287,0.9039044283330441,0.09178159187237421
62,0.10000000149011612,0.012258064722822558,0.001,0.001,0.48518625467813287,0.7130528371781111,0.0999596968012036
63,0.0,0.01206349226690474,0.001,0.001,0.48518625467813287,0.23349850873152414,0.12027617941300074
64,0.0,0.011875000200234354,0.001,0.001,0.48518625467813287,1.5268932873649257,0.08330272271164826
65,0.0,0.011692307889461517,0.001,0.001,0.48518625467813287,0.29893905616232325,0.1529342910008771
66,0.0,0.011515151709318161,0.001,0.001,0.48518625467813287,0.7938576937885955,0.06232953257858753
67,0.0,0.011343283773358189,0.001,0.001,0.48518625467813287,1.629203563556075,0.1382300587637084
68,0.0,0.011176470776691157,0.001,0.001,0.48518625467813287,0.7708511352539062,0.13523581251502037
69,0.10000000149011612,0.012463768323262533,0.001,0.001,0.48518625467813287,0.658576833208402,0.09452314351995786
70,0.0,0.012285714490073069,0.001,0.001,0.4827603234047422,0.7566533870995045,0.10554678259151322
71,0.0,0.012112676257818518,0.001,0.001,0.4827603234047422,1.154243366659752,0.11107140939150538
72,0.0,0.011944444643126594,0.001,0.001,0.4827603234047422,0.9897500030696392,0.08379227817058563
73,0.0,0.011780822113768696,0.001,0.001,0.4827603234047422,1.8026059291192464,0.09752948369298663
74,0.0,0.011621621814933984,0.001,0.001,0.4827603234047422,1.141660219856671,0.07817610566105161
75,0.0,0.01146666685740153,0.001,0.001,0.4827603234047422,1.0947811217712504,0.11425722922597613
76,0.0,0.011315789661909404,0.001,0.001,0.4827603234047422,1.132529506029991,0.11837434080930856
77,0.0,0.01116883135461188,0.001,0.001,0.4827603234047422,0.7573704816401005,0.08278032988309861
78,0.0,0.011025641209039932,0.001,0.001,0.4827603234047422,0.9143168822463069,0.13129410999161856
79,0.0,0.01088607613044449,0.001,0.001,0.4827603234047422,0.7368166803249291,0.10612000125859465
80,0.0,0.010750000178813935,0.001,0.001,0.4803465217877185,1.383038664650586,0.11704298936658436
81,0.0,0.010617284127223639,0.001,0.001,0.4803465217877185,0.9206804355813397,0.10080805689924294
82,0.0,0.0104878050525014,0.001,0.001,0.4803465217877185,2.330026315259082,0.09730300254055432
83,0.0,0.010361445955483311,0.001,0.001,0.4803465217877185,0.7863523699343204,0.09697382258517402
84,0.0,0.010238095408394224,0.001,0.001,0.4803465217877185,0.34124921758969623,0.09425681655605635
85,0.0,0.010117647227118998,0.001,0.001,0.4803465217877185,0.5940597332082689,0.10018354700878263
86,0.0,0.010000000166338544,0.001,0.001,0.4803465217877185,0.19340705685317516,0.10355120790856225
87,0.0,0.009885057635690975,0.001,0.001,0.4803465217877185,1.3752813594681876,0.11931464288915906
88,0.0,0.009772727435285395,0.001,0.001,0.4803465217877185,1.2041116213159901,0.13211039719837053
89,0.0,0.009662921509046234,0.001,0.001,0.4803465217877185,0.9718207967778046,0.10006181622544924
90,0.0,0.009555555714501274,0.001,0.001,0.47794478917877986,1.7641081557210003,0.07214969582855701
91,0.0,0.009450549607748514,0.001,0.001,0.47794478917877986,0.7268017690096583,0.08080865203269891
92,0.0,0.0093478262424469,0.001,0.001,0.47794478917877986,1.3639276174030133,0.08535432629287243
93,0.0,0.009247311981775428,0.001,0.001,0.47794478917877986,1.249422621514116,0.09555345826915332
94,0.09000000171363354,0.01010638314913562,0.001,0.001,0.47794478917877986,1.0257987444919925,0.11009969670445688
95,0.0,0.010000000168618402,0.001,0.001,0.47794478917877986,0.9015973399260214,0.0670073221304587
96,0.0,0.009895833500195295,0.001,0.001,0.47794478917877986,1.0565826919462,0.1061527564057282
97,0.0,0.009793814598131426,0.001,0.001,0.47794478917877986,1.6218374855816364,0.0821384699749095
98,0.09000000171363354,0.010612245078901855,0.001,0.001,0.47794478917877986,0.8885604683309793,0.08246287994552404
99,0.0,0.010505050684165473,0.001,0.001,0.47794478917877986,1.0476789306849241,0.11178540331976754
100,0.0,0.010400000177323818,0.001,0.001,0.47555506523288593,0.9355628462508321,0.11569030908867717
101,0.0,0.010400000177323818,0.001,0.001,0.47555506523288593,1.4512156921305828,0.09687022864818573
102,0.0,0.010400000177323818,0.001,0.001,0.47555506523288593,0.9586619242493596,0.09563520124980382
103,0.0,0.010400000177323818,0.001,0.001,0.47555506523288593,0.6107511527836322,0.11272181421518326
104,0.0,0.009500000160187483,0.001,0.001,0.47555506523288593,0.9452934902427452,0.0790884108947856
105,0.0,0.009500000160187483,0.001,0.001,0.47555506523288593,0.9315702081968387,0.07715979789694151
106,0.0,0.009500000160187483,0.001,0.001,0.47555506523288593,0.19269631952047347,0.09317357043425242
107,0.0,0.009500000160187483,0.001,0.001,0.47555506523288593,0.7413872989958951,0.07466820308140346
108,0.0,0.009500000160187483,0.001,0.001,0.47555506523288593,0.7396475821733475,0.07907524804274241
109,0.0,0.009500000160187483,0.001,0.001,0.47555506523288593,0.877722188582023,0.09402289390563964
110,0.0,0.009500000160187483,0.001,0.001,0.4731772899067215,0.35889676665621145,0.08233716498528208
111,0.10000000149011612,0.010500000175088644,0.001,0.001,0.4731772899067215,0.49408071248659063,0.10810129743601594
112,0.0,0.010500000175088644,0.001,0.001,0.4731772899067215,1.3031092674604483,0.06359876519335168
113,0.10000000149011612,0.011500000189989805,0.001,0.001,0.4731772899067215,1.1439152014617984,0.08653329353074769
114,0.0,0.011500000189989805,0.001,0.001,0.4731772899067215,1.1123269307116668,0.06370275566975275
115,0.0,0.011500000189989805,0.001,0.001,0.4731772899067215,0.7093588512923036,0.12954443214195116
116,0.0,0.011500000189989805,0.001,0.001,0.4731772899067215,0.5430664096493274,0.11425791727378964
117,0.0,0.011500000189989805,0.001,0.001,0.4731772899067215,0.645546019077301,0.10499648696609906
118,0.0,0.011500000189989805,0.001,0.001,0.4731772899067215,0.7653783123408046,0.07747938563781125
119,0.0,0.011500000189989805,0.001,0.001,0.4731772899067215,1.1697976939380168,0.13560864925384522
120,0.0,0.011500000189989805,0.001,0.001,0.47081140345718786,0.15431826561689377,0.12039410695433617
121,0.0,0.011500000189989805,0.001,0.001,0.47081140345718786,0.6345120085669416,0.09765606932342052
122,0.0,0.011500000189989805,0.001,0.001,0.47081140345718786,0.4112585788326604,0.11840461247733661
123,0.0,0.011500000189989805,0.001,0.001,0.47081140345718786,1.0323724086795534,0.10090890952519008
124,0.0,0.011500000189989805,0.001,0.001,0.47081140345718786,0.6942037383715312,0.07914101282755534
125,0.0,0.011500000189989805,0.001,0.001,0.47081140345718786,1.1376604063968574,0.11852149931447846
126,0.0,0.011500000189989805,0.001,0.001,0.47081140345718786,0.7475111992763621,0.11156490711229188
127,0.0,0.011500000189989805,0.001,0.001,0.47081140345718786,0.6282655281325181,0.10724625537792841
128,0.0,0.011500000189989805,0.001,0.001,0.47081140345718786,0.5115862366344247,0.10460947666849409
129,0.0,0.011500000189989805,0.001,0.001,0.47081140345718786,1.5628274342577373,0.1018611980336053
130,0.0,0.011500000189989805,0.001,0.001,0.46845734643990194,0.7768202871084213,0.09992961798395429
131,0.0,0.011500000189989805,0.001,0.001,0.46845734643990194,0.3714500421192497,0.13773507624864578
132,0.0,0.011500000189989805,0.001,0.001,0.46845734643990194,0.37226562454764334,0.07201531422989708
133,0.0,0.011500000189989805,0.001,0.001,0.46845734643990194,0.7954124857538513,0.15047032066753932
134,0.0,0.010500000175088644,0.001,0.001,0.46845734643990194,1.0986079653458936,0.10708194066371236
135,0.10000000149011612,0.011500000189989805,0.001,0.001,0.46845734643990194,0.7823784430511296,0.12575428700074553
136,0.0,0.011500000189989805,0.001,0.001,0.46845734643990194,0.1628968401678971,0.17018878193838255
137,0.0,0.011500000189989805,0.001,0.001,0.46845734643990194,0.2574781770152705,0.10554880675460611
138,0.0,0.011500000189989805,0.001,0.001,0.46845734643990194,0.7030567357848797,0.1541294247976371
139,0.0,0.011500000189989805,0.001,0.001,0.46845734643990194,0.1177724716918809,0.1037186501281602
140,0.0,0.011500000189989805,0.001,0.001,0.46611505970770245,0.13637545083959898,0.12712932427724202
141,0.0,0.011500000189989805,0.001,0.001,0.46611505970770245,0.15122156364044972,0.11147252204162734
142,0.0,0.010500000175088644,0.001,0.001,0.46611505970770245,0.5285977473748582,0.14035929633038385
143,0.0,0.010500000175088644,0.001,0.001,0.46611505970770245,0.45449735942695824,0.12922034838369914
144,0.0,0.009600000157952308,0.001,0.001,0.46611505970770245,0.5461206648717908,0.11334385503740872
145,0.0,0.008700000140815973,0.001,0.001,0.46611505970770245,1.0374981031886168,0.11233915016055107
146,0.0,0.008700000140815973,0.001,0.001,0.46611505970770245,0.37802422617872555,0.127596315741539
147,0.0,0.008700000140815973,0.001,0.001,0.46611505970770245,1.409736226241176,0.10877724249775593
148,0.0,0.008700000140815973,0.001,0.001,0.46611505970770245,0.8590675720146724,0.11752532316105706
149,0.0,0.008700000140815973,0.001,0.001,0.46611505970770245,0.6809885817269484,0.11457248777151108
150,0.0,0.008700000140815973,0.001,0.001,0.4637844844091639,1.0773687498377902,0.11733275066529002
151,0.0,0.008700000140815973,0.001,0.001,0.4637844844091639,0.4392846192100218,0.16059380237545287
152,0.0,0.008700000140815973,0.001,0.001,0.4637844844091639,0.8382497339376381,0.14482760642256057
153,0.0,0.008700000140815973,0.001,0.001,0.4637844844091639,0.20515004705105508,0.11808262233223234
154,0.0,0.008700000140815973,0.001,0.001,0.4637844844091639,0.6308780801482499,0.1670626737177372
155,0.0,0.007800000123679638,0.001,0.001,0.4637844844091639,0.2334409843065909,0.14837213392768586
156,0.0,0.007800000123679638,0.001,0.001,0.4637844844091639,0.1336388686405761,0.1562130328799997
157,0.0,0.007800000123679638,0.001,0.001,0.4637844844091639,0.43535647860595156,0.15608794721109526
158,0.0,0.007800000123679638,0.001,0.001,0.4637844844091639,0.6062588755573545,0.1372228456395013
159,0.0,0.006800000108778476,0.001,0.001,0.4637844844091639,0.33263596296310427,0.14588369478782018
160,0.0,0.006800000108778476,0.001,0.001,0.4614655619871181,0.4902062996157578,0.15710482240787574
161,0.0,0.006800000108778476,0.001,0.001,0.4614655619871181,0.6003467150564704,0.14062161850077765
162,0.0,0.005800000093877315,0.001,0.001,0.4614655619871181,0.3775423339435032,0.15326307607548578
163,0.0,0.005800000093877315,0.001,0.001,0.4614655619871181,0.7167988347510497,0.1491222361723582
164,0.0,0.005800000093877315,0.001,0.001,0.4614655619871181,0.6262050978839397,0.12402166851929255
165,0.0,0.005800000093877315,0.001,0.001,0.4614655619871181,0.4951222937554121,0.15669394731521608
166,0.0,0.005800000093877315,0.001,0.001,0.4614655619871181,0.7173963620194367,0.14237306267023087
167,0.0,0.005800000093877315,0.001,0.001,0.4614655619871181,0.7266673038580588,0.1426261839057718
168,0.0,0.005800000093877315,0.001,0.001,0.4614655619871181,0.17587115176554238,0.13510485206331527
169,0.0,0.004800000078976154,0.001,0.001,0.4614655619871181,0.4344223423727921,0.15086178960544722
170,0.0,0.004800000078976154,0.001,0.001,0.4591582341771825,0.7055715640385946,0.13758596579233806
171,0.0,0.004800000078976154,0.001,0.001,0.4591582341771825,0.39187478380543844,0.17083547583648137
172,0.0,0.004800000078976154,0.001,0.001,0.4591582341771825,0.4123154130897352,0.13740322579230582
173,0.0,0.004800000078976154,0.001,0.001,0.4591582341771825,0.8321817323033299,0.16427910115037644
174,0.0,0.004800000078976154,0.001,0.001,0.4591582341771825,0.1480004960404975,0.1402696477515357
175,0.0,0.004800000078976154,0.001,0.001,0.4591582341771825,0.7745317604392767,0.16773017744223276
176,0.0,0.004800000078976154,0.001,0.001,0.4591582341771825,0.5736957347163787,0.16054715789281404
177,0.0,0.004800000078976154,0.001,0.001,0.4591582341771825,0.6695582076907158,0.14258803178866705
178,0.0,0.004800000078976154,0.001,0.001,0.4591582341771825,0.6446308812924794,0.1430369285600526
179,0.0,0.004800000078976154,0.001,0.001,0.4591582341771825,0.09236045501061849,0.15499616201434815
180,0.0,0.004800000078976154,0.001,0.001,0.4568624430062966,0.37411286282752243,0.1589768741812025
181,0.0,0.004800000078976154,0.001,0.001,0.4568624430062966,0.3164798262129937,0.16703514116150991
182,0.0,0.004800000078976154,0.001,0.001,0.4568624430062966,0.883521573121349,0.14507610549529393
183,0.0,0.004800000078976154,0.001,0.001,0.4568624430062966,0.8152062467166356,0.1630392149090767
184,0.0,0.004800000078976154,0.001,0.001,0.4568624430062966,0.07047182654163667,0.15082481130957603
185,0.0,0.004800000078976154,0.001,0.001,0.4568624430062966,0.41644279791840483,0.1555400017116751
186,0.0,0.004800000078976154,0.001,0.001,0.4568624430062966,0.7911043431271206,0.16259064051237973
187,0.0,0.004800000078976154,0.001,0.001,0.4568624430062966,0.3381707329036934,0.14755981521947042
188,0.0,0.004800000078976154,0.001,0.001,0.4568624430062966,0.20112312412155525,0.1635370978287288
189,0.0,0.004800000078976154,0.001,0.001,0.4568624430062966,0.12151612261576313,0.15908221581152507
190,0.0,0.004800000078976154,0.001,0.001,0.4545781307912651,1.138176143169403,0.11950493391071047
191,0.0,0.004800000078976154,0.001,0.001,0.4545781307912651,0.8890349842607975,0.15182018925746282
192,0.0,0.004800000078976154,0.001,0.001,0.4545781307912651,0.33923000523022245,0.13245143155966485
193,0.0,0.004800000078976154,0.001,0.001,0.4545781307912651,0.541637124227626,0.15115582144686154
194,0.0,0.003900000061839819,0.001,0.001,0.4545781307912651,0.3452604303934744,0.1984279304742813
195,0.0,0.003900000061839819,0.001,0.001,0.4545781307912651,0.7111091338364142,0.13295856331075942
196,0.0,0.003900000061839819,0.001,0.001,0.4545781307912651,0.05841689718266328,0.16435064574082692
197,0.0,0.003900000061839819,0.001,0.001,0.4545781307912651,0.5784238445173416,0.17215376134429658
198,0.0,0.0030000000447034836,0.001,0.001,0.4545781307912651,0.18642320962888853,0.1565386498613017
199,0.0,0.0030000000447034836,0.001,0.001,0.4545781307912651,0.3330375963289823,0.1763658480984824
200,0.0,0.0030000000447034836,0.00099,0.00099,0.4523052401373088,0.6005626491137913,0.13880966763411248
201,0.0,0.0030000000447034836,0.00099,0.00099,0.4523052401373088,0.052488016337156294,0.15069079101085664
202,0.0,0.0030000000447034836,0.00099,0.00099,0.4523052401373088,0.6126938532771808,0.17239608934947423
203,0.0,0.0030000000447034836,0.00099,0.00099,0.4523052401373088,0.34431239164301325,0.17416742763348989
204,0.0,0.0030000000447034836,0.00099,0.00099,0.4523052401373088,0.5244301726509418,0.14194903363074576
205,0.0,0.0030000000447034836,0.00099,0.00099,0.4523052401373088,0.42383347930652754,0.16407482751778193
206,0.0,0.0030000000447034836,0.00099,0.00099,0.4523052401373088,0.36778388371070225,0.20360813836256664
207,0.0,0.0030000000447034836,0.00099,0.00099,0.4523052401373088,0.42529300440635,0.2015237882733345
208,0.0,0.0030000000447034836,0.00099,0.00099,0.4523052401373088,0.5741014887711832,0.15755890096936906
209,0.0,0.0030000000447034836,0.00099,0.00099,0.4523052401373088,0.2995797490168895,0.15334500691720418
210,0.0,0.0030000000447034836,0.00099,0.00099,0.45004371393662224,0.8014768656077129,0.16100970336369105
211,0.10000000149011612,0.0030000000447034836,0.00099,0.00099,0.45004371393662224,0.12853434680167725,0.17339475452899933
212,0.0,0.0030000000447034836,0.00099,0.00099,0.45004371393662224,0.6875466210767627,0.18825631801571166
213,0.10000000149011612,0.0030000000447034836,0.00099,0.00099,0.45004371393662224,0.47068708350486826,0.16941865646477902
214,0.10000000149011612,0.004000000059604645,0.00099,0.00099,0.45004371393662224,0.6688934426900803,0.16872227980810053
215,0.0,0.004000000059604645,0.00099,0.00099,0.45004371393662224,0.6330204793562492,0.1884595473607381
216,0.0,0.004000000059604645,0.00099,0.00099,0.45004371393662224,0.7523849526686328,0.17014746580805098
217,0.0,0.004000000059604645,0.00099,0.00099,0.45004371393662224,0.4650146345208798,0.19805601239204407
218,0.0,0.004000000059604645,0.00099,0.00099,0.45004371393662224,0.5381153880485466,0.16895253104822977
219,0.10000000149011612,0.005000000074505806,0.00099,0.00099,0.45004371393662224,0.25210450439610416,0.18588158302009106
220,0.0,0.005000000074505806,0.00099,0.00099,0.44779349536693913,0.3186077699730439,0.1865407590355192
221,0.0,0.005000000074505806,0.00099,0.00099,0.44779349536693913,0.2959577893217405,0.18313288589318594
222,0.10000000149011612,0.006000000089406967,0.00099,0.00099,0.44779349536693913,0.8944642111178367,0.17481176939702803
223,0.0,0.006000000089406967,0.00099,0.00099,0.44779349536693913,1.0573524271448453,0.21959851086139678
224,0.0,0.006000000089406967,0.00099,0.00099,0.44779349536693913,0.951625936797687,0.19188395887613297
225,0.0,0.006000000089406967,0.00099,0.00099,0.44779349536693913,0.2983581612684897,0.21228223932640894
226,0.0,0.006000000089406967,0.00099,0.00099,0.44779349536693913,2.5350944897426024,0.1412804616349084
227,0.0,0.006000000089406967,0.00099,0.00099,0.44779349536693913,0.6270026305158224,0.17446169736129896
228,0.0,0.006000000089406967,0.00099,0.00099,0.44779349536693913,0.1005231852332751,0.17026989658673605
229,0.0,0.006000000089406967,0.00099,0.00099,0.44779349536693913,0.974994667273547,0.16834978014230728
230,0.0,0.006000000089406967,0.00099,0.00099,0.4455545278901044,0.578322592058352,0.18082692687000548
231,0.0,0.006000000089406967,0.00099,0.00099,0.4455545278901044,0.8969417886276331,0.16385077685117722
232,0.0,0.006000000089406967,0.00099,0.00099,0.4455545278901044,0.6978834423103503,0.18850768038204738
233,0.0,0.006000000089406967,0.00099,0.00099,0.4455545278901044,1.54991539940238,0.16672602615186147
234,0.0,0.006000000089406967,0.00099,0.00099,0.4455545278901044,0.11831607483327389,0.1891793150986944
235,0.10000000149011612,0.006000000089406967,0.00099,0.00099,0.4455545278901044,0.6030387481618108,0.17967350442301144
236,0.0,0.006000000089406967,0.00099,0.00099,0.4455545278901044,2.3058659348636867,0.18224447866280874
237,0.0,0.006000000089406967,0.00099,0.00099,0.4455545278901044,0.4948809770246347,0.16909018655618033
238,0.10000000149011612,0.007000000104308128,0.00099,0.00099,0.4455545278901044,1.0130153414185927,0.17296940023484436
239,0.0,0.007000000104308128,0.00099,0.00099,0.4455545278901044,1.5261122749320097,0.21830034043107713
240,0.0,0.007000000104308128,0.00099,0.00099,0.4433267552506539,0.8720462248971065,0.1745040237903595
241,0.0,0.007000000104308128,0.00099,0.00099,0.4433267552506539,1.1804281064708317,0.17671051621437073
242,0.0,0.007000000104308128,0.00099,0.00099,0.4433267552506539,1.3102586953235524,0.22807205255542481
243,0.0,0.007000000104308128,0.00099,0.00099,0.4433267552506539,0.7375311393822942,0.19742685556411743
244,0.0,0.007000000104308128,0.00099,0.00099,0.4433267552506539,0.808622750453651,0.17585111196552003
245,0.0,0.007000000104308128,0.00099,0.00099,0.4433267552506539,1.1846169115354617,0.16597845057646435
246,0.0,0.007000000104308128,0.00099,0.00099,0.4433267552506539,0.42901101601975306,0.19915793410369328
247,0.0,0.007000000104308128,0.00099,0.00099,0.4433267552506539,0.03334271506621288,0.15142642993193406
248,0.0,0.007000000104308128,0.00099,0.00099,0.4433267552506539,1.3533576300988595,0.16890949209531148
249,0.0,0.007000000104308128,0.00099,0.00099,0.4433267552506539,0.8507979509553739,0.1585329228213855
250,0.0,0.007000000104308128,0.00099,0.00099,0.44111012147440065,0.07972715489034142,0.18401202240160533
251,0.10000000149011612,0.00800000011920929,0.00099,0.00099,0.44111012147440065,1.0145470542483963,0.17466107616201043
252,0.0,0.00800000011920929,0.00099,0.00099,0.44111012147440065,1.3206989190408163,0.23690134712627955
253,0.0,0.00800000011920929,0.00099,0.00099,0.44111012147440065,0.07028233871928283,0.18223437879766738
254,0.0,0.00800000011920929,0.00099,0.00099,0.44111012147440065,1.8430827790250381,0.19967042406400046
255,0.10000000149011612,0.009000000134110451,0.00099,0.00099,0.44111012147440065,0.4584040827332781,0.1876930193259166
256,0.0,0.009000000134110451,0.00099,0.00099,0.44111012147440065,0.6023417898852911,0.17238603958061763
257,0.10000000149011612,0.010000000149011612,0.00099,0.00099,0.44111012147440065,0.6283595798116538,0.17900713941743296
258,0.0,0.010000000149011612,0.00099,0.00099,0.44111012147440065,0.8566180185547897,0.18236153892108373
259,0.10000000149011612,0.011000000163912773,0.00099,0.00099,0.44111012147440065,0.6219928310282768,0.18682670545193455
260,0.10000000149011612,0.012000000178813934,0.00099,0.00099,0.43890457086702866,0.6987779907762043,0.18412724569920572
261,0.0,0.012000000178813934,0.00099,0.00099,0.43890457086702866,1.2951255944956626,0.20635915866919927
262,0.0,0.012000000178813934,0.00099,0.00099,0.43890457086702866,0.7457966595622045,0.17131854061569488
263,0.09000000171363354,0.01290000019595027,0.00099,0.00099,0.43890457086702866,0.9034164809291402,0.17988217189427344
264,0.10000000149011612,0.013900000210851431,0.00099,0.00099,0.43890457086702866,0.5973874484939922,0.1835465560997686
265,0.10000000149011612,0.014900000225752592,0.00099,0.00099,0.43890457086702866,1.8593772315730652,0.18213607917229335
266,0.0,0.014900000225752592,0.00099,0.00099,0.43890457086702866,1.7597518255313238,0.17698073983192444
267,0.0,0.014900000225752592,0.00099,0.00099,0.43890457086702866,0.818103044426867,0.17804259274687087
268,0.0,0.014900000225752592,0.00099,0.00099,0.43890457086702866,0.7098741667079074,0.16183751289333617
269,0.09000000171363354,0.015800000242888926,0.00099,0.00099,0.43890457086702866,0.8316298722599943,0.18770857403675714
270,0.0,0.015800000242888926,0.00099,0.00099,0.43671004801269353,2.5293685336907705,0.17296727895736694
271,0.0,0.015800000242888926,0.00099,0.00099,0.43671004801269353,0.10617459658533335,0.17931540310382843
272,0.0,0.015800000242888926,0.00099,0.00099,0.43671004801269353,1.1742181998810597,0.17687025666236877
273,0.09000000171363354,0.01670000026002526,0.00099,0.00099,0.43671004801269353,1.4930101827485487,0.18005497939884663
274,0.10000000149011612,0.017700000274926422,0.00099,0.00099,0.43671004801269353,1.50544188413769,0.16093837668498356
275,0.0,0.017700000274926422,0.00099,0.00099,0.43671004801269353,1.4522903877000013,0.16197817921638488
